input_name,standard_name_gt,dirty_type,llm_output,llm_raw,exact_match,nearest_name,nearest_sim,nearest_correct
보쉬 전동드릴,전동드릴,브랜드 혼입,전동드릴,전동드릴,True,전동드릴,1.0,True
BOSCH 전동드릴,전동드릴,브랜드 혼입,전동드릴,전동드릴,True,전동드릴,1.0,True
보쉬 일반 드릴,전동드릴,브랜드 혼입,드릴 비트 (Bosch 일반),드릴 비트 (Bosch 일반),False,드릴비트,0.4,False
전동드릴(보쉬 GSR14.4-2),충전드릴,브랜드 혼입,전동드릴 GSR14.4-2 (표준화된 명칭 내에서는 변경 필요 없음),"전동드릴 GSR14.4-2 (표준화된 명칭 내에서는 변경 필요 없음) 

참고: ""GSR",False,전동드릴,0.19,False
"전동드릴(무선, 보쉬)",충전드릴,브랜드 혼입,무선 보쉬 전동드릴,무선 보쉬 전동드릴,False,전동드릴,0.571,False
보쉬 충전드릴,충전드릴,브랜드 혼입,충전식 드릴,충전식 드릴,False,충전드릴,0.8,True
보쉬충전드릴,충전드릴,브랜드 혼입,보쉬 크로스 드릴,보쉬 크로스 드릴,False,로터리해머드릴,0.375,False
보쉬 충전 전동드릴,충전드릴,브랜드 혼입,충전식 전동드릴,충전식 전동드릴,False,충전드릴,0.667,True
충전 전동드릴(보쉬),충전드릴,브랜드 혼입,충전식 전동드릴,충전식 전동드릴,False,충전드릴,0.667,True
BOSCH GSB18V-21,충전해머드릴,브랜드 혼입,보쉬 18V 리튬 이온 드릴 드라이버,보쉬 18V 리튬 이온 드릴 드라이버,False,T핸드드라이버,0.37,False
bosch2(무선전동드릴),충전드릴,브랜드 혼입,무선 전동 드릴,무선 전동 드릴,False,전동드릴,0.667,False
bosch3(무선전동드릴),충전드릴,브랜드 혼입,무선 전동 드릴,무선 전동 드릴,False,전동드릴,0.667,False
BOMANN 전동드릴,전동드릴,동력원 명시,전동드릴,전동드릴,True,전동드릴,1.0,True
계양전동드릴,전동드릴,브랜드 혼입,계양 전동 드릴,계양 전동 드릴,False,전동드릴,0.667,True
전동드릴(계양 DMV-13K),전동드릴,브랜드 혼입,전동드릴,전동드릴,True,전동드릴,1.0,True
충전 전동드릴(계양),충전드릴,브랜드 혼입,충전식 전동드릴,충전식 전동드릴,False,충전드릴,0.667,True
아임삭 충전드릴,충전드릴,브랜드 혼입,충전식 드릴,충전식 드릴,False,충전드릴,0.8,True
아임삭충전드릴,충전드릴,브랜드 혼입,충전 드릴,충전 드릴,False,충전드릴,0.889,True
아임삭 충전 드릴(무선),충전드릴,브랜드 혼입,무선 충전 드릴,무선 충전 드릴,False,충전드릴,0.667,True
아임삭 콤보드릴,충전드릴,브랜드 혼입,콤보드릴,콤보드릴,False,해머드릴,0.5,False
충전 전동드릴(아임삭),충전드릴,브랜드 혼입,충전식 전동드릴,충전식 전동드릴,False,충전드릴,0.667,True
디월트 전동드릴(전화 문의),전동드릴,운영용 텍스트,디월트 전동드릴,디월트 전동드릴,False,전동드릴,0.667,True
디월트 DCD709L2,충전드릴,브랜드 혼입,드릴 드라이버 (Dewalt DCD709L2),드릴 드라이버 (Dewalt DCD709L2),False,T핸드드라이버,0.312,False
해머드릴,해머드릴,오탈자,드릴햄머,드릴햄머,False,해머드릴,0.5,True
함마드릴,해머드릴,일본어 잔재,함마드릴 → **드릴함마**,함마드릴 → **드릴함마**,False,드릴비트,0.211,False
전동 해머드릴,해머드릴,동력원 명시,전동 드릴 해머,전동 드릴 해머,False,전동드릴,0.667,False
전동해머드릴,해머드릴,동력원 명시,전동드릴해머,전동드릴해머,False,전동드릴,0.8,False
전기헤머드릴,해머드릴,오탈자,전기드릴햄머,전기드릴햄머,False,충전드릴,0.6,False
해머드릴(유선),해머드릴,동력원 명시,전기드릴 해머형,전기드릴 해머형,False,충전드릴,0.5,False
전기해머드릴,해머드릴,오탈자,전기드릴햄머,전기드릴햄머,False,충전드릴,0.6,False
스킬 함마드릴,해머드릴,일본어 잔재,함마드릴,함마드릴,False,해머드릴,0.5,True
충전해머드릴,충전해머드릴,동력원 명시,충전 드릴링 해머,충전 드릴링 해머,False,충전드릴,0.615,False
충전 해머드릴,충전해머드릴,동력원 명시,충전식 해머드릴,충전식 해머드릴,False,충전해머드릴,0.857,True
충전 헤머드릴,충전해머드릴,동력원 명시,충전 드릴 비트,충전 드릴 비트,False,충전드릴,0.667,False
충전햄머드릴,충전해머드릴,동력원 명시,충전식 햄머 드릴,충전식 햄머 드릴,False,충전해머드릴,0.667,True
보쉬 해머드릴,해머드릴,브랜드 혼입,해머드릴,해머드릴,True,해머드릴,1.0,True
보쉬해머드릴,해머드릴,브랜드 혼입,해머드릴,해머드릴,True,해머드릴,1.0,True
보쉬 해머드릴(유선),해머드릴,브랜드 혼입,보쉬 유선 해머드릴,보쉬 유선 해머드릴,False,해머드릴,0.571,True
해머드릴(보쉬),해머드릴,브랜드 혼입,드릴 해머,드릴 해머,False,해머드릴,0.444,True
보쉬 충전해머드릴,충전해머드릴,브랜드 혼입,충전식 해머드릴,충전식 해머드릴,False,충전해머드릴,0.857,True
보쉬 충전해머드릴(무선),충전해머드릴,브랜드 혼입,무선 충전 해머드릴,무선 충전 해머드릴,False,충전해머드릴,0.75,True
충전해머드릴(보쉬),충전해머드릴,브랜드 혼입,충전식 해머드릴,충전식 해머드릴,False,충전해머드릴,0.857,True
보쉬 13RE,해머드릴,브랜드 혼입,13인치 드릴 비트,13인치 드릴 비트,False,드릴비트,0.571,False
13RE,해머드릴,기타,13인치 리벳렌치,13인치 리벳렌치,False,렌치,0.364,False
겸용해머드릴(GBH5-38X),해머드릴,영문/약어,다용도 드릴링 햄머,다용도 드릴링 햄머,False,목공용드릴비트,0.353,False
(36) 유선햄머전동드릴(콘크리트용),해머드릴,메타데이터,콘크리트용 유선 햄머 드릴,콘크리트용 유선 햄머 드릴,False,콘크리트용드릴비트,0.609,False
충전해머드릴(계양),충전해머드릴,브랜드 혼입,충전식 해머드릴,충전식 해머드릴,False,충전해머드릴,0.857,True
마끼다 충전해머드릴(무선),충전해머드릴,브랜드 혼입,마끼다 무선 충전해머드릴,마끼다 무선 충전해머드릴,False,충전해머드릴,0.632,True
마끼다 해머드릴(유선),해머드릴,브랜드 혼입,마끼다 유선 해머드릴,마끼다 유선 해머드릴,False,해머드릴,0.533,True
충전함마드릴(디월트),충전해머드릴,일본어 잔재,충전식 드릴 드라이버,충전식 드릴 드라이버,False,충전임팩트드라이버,0.6,False
밀워키 충전해머드릴 M12V CPD,충전해머드릴,브랜드 혼입,"밀워키 충전 해머드릴 M12V CPD (표준화된 모델명 유지, 핵심 기능 중심 표준화 필요 시 추가 설명 필요)","밀워키 충전 해머드릴 M12V CPD (표준화된 모델명 유지, 핵심 기능 중심 표준화 필요 시 추가 설명 필요)",False,충전해머드릴,0.176,True
계양임팩드릴,임팩트드릴,브랜드 혼입,계양 임팩트 드릴,계양 임팩트 드릴,False,임팩트드릴,0.714,True
전동드라이버,전동드라이버,동력원 명시,전동드릴,전동드릴,False,전동드릴,1.0,False
전동 드라이버,전동드라이버,동력원 명시,전동 드라이버 → 전동렌치,전동 드라이버 → 전동렌치,False,전동드라이버,0.6,True
충전드라이버,전동드라이버,동력원 명시,충전 드라이버 → **충전 스크류드라이버**,충전 드라이버 → **충전 스크류드라이버**,False,충전임팩트드라이버,0.364,False
충전 임팩드라이버,충전임팩트드라이버,동력원 명시,충전 임팩 렌치,충전 임팩 렌치,False,충전임팩트드라이버,0.471,True
충전임팩드라이버,충전임팩트드라이버,동력원 명시,충전 임팩트 드라이버,충전 임팩트 드라이버,False,충전임팩트드라이버,0.9,True
스크류 전동 드라이버,전동드라이버,동력원 명시,스크류 드라이버 전동식,스크류 드라이버 전동식,False,드라이버,0.5,False
미니전동드라이버드릴,전동드라이버,동력원 명시,미니 전동 드라이버 드릴,미니 전동 드라이버 드릴,False,전동드라이버,0.632,True
3.6v 전동드라이버,전동드라이버,동력원 명시,3.6V 전동 드라이버,3.6V 전동 드라이버,False,전동드라이버,0.667,True
usb 충전식 드라이버,전동드라이버,동력원 명시,충전식 드라이버,충전식 드라이버,False,전동드라이버,0.714,True
보쉬 전동 드라이버,전동드라이버,브랜드 혼입,전동 드라이버,전동 드라이버,False,전동드라이버,0.923,True
전동드라이버(보쉬),전동드라이버,브랜드 혼입,전동드릴,전동드릴,False,전동드릴,1.0,False
BOSCH Professional 전동드라이브,전동드라이버,브랜드 혼입,전동드라이버 (BOSCH Professional),전동드라이버 (BOSCH Professional),False,전동드라이버,0.364,True
보쉬 pushdrive,전동드라이버,브랜드 혼입,푸시 드라이브,푸시 드라이브,False,드라이버,0.545,False
아임삭 충전 임팩 드라이버,충전임팩트드라이버,브랜드 혼입,충전 임팩 드라이버,충전 임팩 드라이버,False,충전임팩트드라이버,0.842,True
밀워키 M12 BID,충전임팩트드라이버,브랜드 혼입,밀워키 M12 드릴 비트,밀워키 M12 드릴 비트,False,드릴비트,0.471,False
보쉬 충전 임팩트 드릴/드라이버,충전임팩트드라이버,브랜드 혼입,충전 임팩트 드릴 드라이버,충전 임팩트 드릴 드라이버,False,충전임팩트드라이버,0.783,True
니퍼,니퍼,기타,니퍼,니퍼,True,니퍼,1.0,True
니퍼 6인치,니퍼,속성 기입,니퍼 6인치 → **6인치 니퍼**,니퍼 6인치 → **6인치 니퍼**,False,니퍼,0.19,True
니퍼(6인치),니퍼,속성 기입,6인치 절단기,6인치 절단기,False,고속절단기,0.5,False
니퍼(7인치),니퍼,속성 기입,7인치 절단기,7인치 절단기,False,고속절단기,0.5,False
니퍼(8인치),니퍼,속성 기입,8인치 절단기,8인치 절단기,False,고속절단기,0.5,False
니퍼 (150mm),니퍼,영문/약어,절단용 니퍼 (150mm),절단용 니퍼 (150mm),False,전자산업용니퍼,0.286,False
강력니퍼,강력니퍼,오탈자,강력니퍼 → **플라이어**,강력니퍼 → **플라이어**,False,플라이어,0.421,False
(5)니퍼,니퍼,메타데이터,플라이어,플라이어,False,플라이어,1.0,False
펜치,펜치,기타,펜치,펜치,True,펜치,1.0,True
8인치 펜치,펜치,속성 기입,펜치 (8인치),펜치 (8인치),False,펜치,0.4,True
펜치(8인치),펜치,속성 기입,8인치 펜치,8인치 펜치,False,펜치,0.5,True
(15)펜치,펜치,메타데이터,펜치,펜치,True,펜치,1.0,True
뺀찌,펜치,기타,플라이어,플라이어,False,플라이어,1.0,False
ttc 펜치(6인치),펜치,영문/약어,6인치 펜치,6인치 펜치,False,펜치,0.5,True
플라이어,플라이어,오탈자,"플라이어 (이미 표준화된 용어로, 추가 변환 필요 없음)","플라이어 (이미 표준화된 용어로, 추가 변환 필요 없음)

만약 다른 비표준 표현이 있다면 예시를 제공해 주세요",False,플라이어,0.229,True
(46)플라이어,플라이어,메타데이터,플라이어,플라이어,True,플라이어,1.0,True
8피스 플라이어세트,플라이어세트,세트/구성품,8피스 플라이어 세트,8피스 플라이어 세트,False,플라이어세트,0.706,True
바이스그립,바이스그립플라이어,오탈자,고정그립,고정그립,False,그립망치,0.5,False
바이스플라이어,바이스그립플라이어,오탈자,플라이어,플라이어,False,플라이어,1.0,False
바이스 플라이어,바이스그립플라이어,오탈자,플라이어,플라이어,False,플라이어,1.0,False
바이스플라이어(10인치),바이스그립플라이어,속성 기입,10인치 고정 클램프,10인치 고정 클램프,False,F클램프,0.4,False
(56)바이스플라이어(5인치),바이스그립플라이어,메타데이터,5인치 바이스플라이어,5인치 바이스플라이어,False,바이스그립플라이어,0.7,True
(4)락킹 플라이어(바이스그립),바이스그립플라이어,메타데이터,락킹 플라이어 바이스그립,락킹 플라이어 바이스그립,False,플라이어,0.471,False
락킹 플라이어,바이스그립플라이어,오탈자,잠금 플라이어,잠금 플라이어,False,플라이어,0.727,False
롱노즈,롱노즈플라이어,오탈자,긴집게,긴집게,False,A형사다리,0.0,False
롱로우즈,롱노즈플라이어,오탈자,긴 렌치,긴 렌치,False,렌치,0.667,False
롱로즈,롱노즈플라이어,오탈자,긴 핀셋,긴 핀셋,False,타카핀,0.286,False
(16)롱노우즈 플라이어(라디오펜치),롱노즈플라이어,메타데이터,긴코 플라이어,긴코 플라이어,False,플라이어,0.727,False
굽은 노즈 플라이어,굽은노즈플라이어,오탈자,굽은 핀셋 플라이어,굽은 핀셋 플라이어,False,굽은노즈플라이어,0.667,True
다이아타입 플라이어,다이아고날플라이어,오탈자,다이아몬드 플라이어,다이아몬드 플라이어,False,다이아고날플라이어,0.737,True
몽키스패너,몽키렌치,오탈자,오픈엔드 렌치,오픈엔드 렌치,False,렌치,0.444,False
몽키,몽키렌치,기타,몽키 렌치,몽키 렌치,False,몽키렌치,0.889,True
몽키렌치,몽키렌치,오탈자,몽키 스패너,몽키 스패너,False,스패너,0.667,False
경량 몽키렌치,몽키렌치,오탈자,경량 오픈 엔드 렌치,경량 오픈 엔드 렌치,False,렌치,0.308,False
경량몽키,몽키렌치,오탈자,경량 몽키 렌치,경량 몽키 렌치,False,몽키렌치,0.667,True
경랑몽키(8인치),몽키렌치,속성 기입,경량몽키렌치 (8인치),경량몽키렌치 (8인치),False,몽키렌치,0.5,True
몽키 8인치,몽키렌치,속성 기입,몽키 렌치 (8인치),몽키 렌치 (8인치),False,몽키렌치,0.533,True
몽키 10인치,몽키렌치,속성 기입,10인치 몽키 렌치,10인치 몽키 렌치,False,몽키렌치,0.571,True
몽키 12인치,몽키렌치,속성 기입,12인치 몽키 렌치,12인치 몽키 렌치,False,몽키렌치,0.571,True
12인치 몽키스패너,몽키렌치,속성 기입,12인치 오픈엔드 스패너,12인치 오픈엔드 스패너,False,스패너,0.375,False
.몽키스패너200mm,몽키렌치,영문/약어,몽키스패너 200mm,몽키스패너 200mm,False,스패너,0.429,False
.몽키스패너300mm,몽키렌치,영문/약어,몽키스패너 300mm,몽키스패너 300mm,False,스패너,0.429,False
몽키스패너(250mm 세신),몽키렌치,브랜드 혼입,오픈엔드 렌치 (250mm),오픈엔드 렌치 (250mm),False,렌치,0.235,False
세신몽키,몽키렌치,브랜드 혼입,몽키렌치,몽키렌치,True,몽키렌치,1.0,True
세신 몽키 스패너 8,몽키렌치,브랜드 혼입,몽키 스패너 8인치,몽키 스패너 8인치,False,스패너,0.462,False
세신 몽키 스패너 10,몽키렌치,브랜드 혼입,10인치 오픈 엔드 스패너,10인치 오픈 엔드 스패너,False,스패너,0.353,False
세신 몽키 스패너 12,몽키렌치,브랜드 혼입,12인치 오픈 엔드 스패너,12인치 오픈 엔드 스패너,False,스패너,0.353,False
파이프렌치,파이프렌치,오탈자,파이프렌치,파이프렌치,True,파이프렌치,1.0,True
파이프렌치(14인치),파이프렌치,속성 기입,14인치 파이프 렌치,14인치 파이프 렌치,False,파이프렌치,0.625,True
암파이프렌치 18인치,파이프렌치,속성 기입,암페어 렌치 18인치,암페어 렌치 18인치,False,기어렌치세트,0.353,False
세신파이프렌치,파이프렌치,브랜드 혼입,렌치,렌치,False,렌치,1.0,False
250 세신 파이프렌치,파이프렌치,브랜드 혼입,250mm 파이프 렌치,250mm 파이프 렌치,False,파이프렌치,0.588,True
PIPE렌치,파이프렌치,영문/약어,파이프 렌치,파이프 렌치,False,파이프렌치,0.909,True
스패너,스패너,오탈자,스패너 → 렌치,스패너 → 렌치,False,스패너,0.545,True
스패너세트,스패너세트,세트/구성품,스패너 세트,스패너 세트,False,스패너세트,0.909,True
스패너(200mm),스패너,영문/약어,200mm 오픈 엔드 스패너,200mm 오픈 엔드 스패너,False,스패너,0.333,True
스패너(300mm),스패너,영문/약어,300mm 오픈 엔드 스패너,300mm 오픈 엔드 스패너,False,스패너,0.333,True
보쉬 스패너 세트,스패너세트,브랜드 혼입,스패너 세트,스패너 세트,False,스패너세트,0.909,True
만능렌치,만능렌치,오탈자,만능렌치,만능렌치,True,만능렌치,1.0,True
매직렌치,만능렌치,오탈자,조정렌치,조정렌치,False,렌치,0.667,False
육각렌치,육각렌치,오탈자,육각렌치,육각렌치,True,육각렌치,1.0,True
육각렌치세트,육각렌치세트,세트/구성품,육각렌치 세트,육각렌치 세트,False,육각렌치세트,0.923,True
6각 렌치,육각렌치,기타,육각 렌치,육각 렌치,False,육각렌치,0.889,True
6각렌치세트 9개,육각렌치세트,세트/구성품,육각렌치 세트 (9개),육각렌치 세트 (9개),False,육각렌치세트,0.667,True
L렌치 세트,육각렌치세트,영문/약어,렌치 세트,렌치 세트,False,볼렌치세트,0.8,False
L렌치세트,육각렌치세트,영문/약어,렌치 세트,렌치 세트,False,볼렌치세트,0.8,False
L렌치세트(9pcs),육각렌치세트,영문/약어,9피스 렌치 세트,9피스 렌치 세트,False,볼렌치세트,0.571,False
L형 렌치세트,육각렌치세트,세트/구성품,L형 렌치 세트,L형 렌치 세트,False,볼렌치세트,0.615,False
L렌지세트,육각렌치세트,세트/구성품,렌치 세트,렌치 세트,False,볼렌치세트,0.8,False
L렌지셋트,육각렌치세트,오탈자,렌치 세트,렌치 세트,False,볼렌치세트,0.8,False
L형 렌치센트,육각렌치세트,오탈자,L형 렌치,L형 렌치,False,렌치,0.571,False
접이식 육각렌치세트,육각렌치세트,세트/구성품,육각렌치 세트 (접이식),육각렌치 세트 (접이식),False,육각렌치세트,0.632,True
볼렌치세트,볼렌치세트,세트/구성품,볼렌치 세트 → 육각렌치 세트,볼렌치 세트 → 육각렌치 세트,False,육각렌치세트,0.545,False
볼렌치,볼렌치,오탈자,볼렌치 → 육각렌치,볼렌치 → 육각렌치,False,육각렌치,0.571,False
별렌치세트,별렌치세트,세트/구성품,별렌치세트 → 별 모양 렌치 세트,별렌치세트 → 별 모양 렌치 세트,False,별렌치세트,0.435,True
소켓렌치세트,소켓렌치세트,세트/구성품,소켓 렌치 세트,소켓 렌치 세트,False,소켓렌치세트,0.857,True
복스세트,소켓렌치세트,세트/구성품,렌치 세트,렌치 세트,False,볼렌치세트,0.8,False
소켓렌치세트(SMATO),소켓렌치세트,영문/약어,소켓 렌치 세트,소켓 렌치 세트,False,소켓렌치세트,0.857,True
밀워키 래치 렌치세트,라쳇렌치세트,브랜드 혼입,밀워키 래치 렌치 세트,밀워키 래치 렌치 세트,False,볼렌치세트,0.471,False
기어렌치세트,기어렌치세트,세트/구성품,기어렌치 세트,기어렌치 세트,False,기어렌치세트,0.923,True
4방향 냉동라쳇,냉동라쳇렌치,오탈자,4방향 냉동 래치,4방향 냉동 래치,False,냉동라쳇렌치,0.4,True
4방항 냉동라쳇,냉동라쳇렌치,오탈자,네방향 냉동라쳇,네방향 냉동라쳇,False,냉동라쳇렌치,0.571,True
첼라,워터펌프플라이어,기타,망치,망치,False,망치,1.0,False
첼라 300,워터펌프플라이어,기타,체인 300,체인 300,False,전기인두,0.2,False
300mm첼라,워터펌프플라이어,영문/약어,300mm 첼라 (표준화된 표현에서는 '첼라' 대신 '첼라형 볼트' 또는 구체적인 용도에 따라,300mm 첼라 (표준화된 표현에서는 '첼라' 대신 '첼라형 볼트' 또는 구체적인 용도에 따라,False,볼트컷터,0.071,False
T렌치 세트,T렌치세트,영문/약어,토크 렌치 세트,토크 렌치 세트,False,토크렌치,0.667,False
조합렌치 세트,조합렌치세트,세트/구성품,조합렌치 세트  →  다목적 렌치 세트,조합렌치 세트  →  다목적 렌치 세트,False,조합렌치세트,0.444,True
줄자,줄자,기타,측정줄자,측정줄자,False,줄자,0.667,True
30m 줄자,줄자,속성 기입,30미터 줄자,30미터 줄자,False,줄자,0.444,True
50m 줄자,줄자,속성 기입,50cm 줄자,50cm 줄자,False,줄자,0.444,True
줄자(7.5m),줄자,특수기호,7.5미터 줄자,7.5미터 줄자,False,줄자,0.4,True
줄자(5m),줄자,속성 기입,미터법 줄자 (5m),"미터법 줄자 (5m)  

(참고: ""미터법 줄자""는 좀 더 구체적인 표준 표현으로, 필요에",False,줄자,0.308,True
3M줄자,줄자,속성 기입,미터법 줄자,미터법 줄자,False,줄자,0.5,True
코메론 줄자,줄자,오탈자,미터자,미터자,False,클램프미터,0.5,False
타지마줄자,줄자,오탈자,미터자,미터자,False,클램프미터,0.5,False
타지마 줄자 7.5m,줄자,특수기호,7.5미터 줄자,7.5미터 줄자,False,줄자,0.4,True
타지마줄자(3m),줄자,속성 기입,3미터 줄자,3미터 줄자,False,줄자,0.5,True
고무피복줄자,줄자,오탈자,고무줄자,고무줄자,False,줄자,0.667,True
고무피복줄자(5.5M),줄자,특수기호,고무 코팅 자 (5.5m),고무 코팅 자 (5.5m),False,고무망치,0.222,False
(39)마그네틱 줄자,줄자,메타데이터,마그네틱 룰러,마그네틱 룰러,False,연마석,0.2,False
수평기,수평기,오탈자,수평기,수평기,True,수평기,1.0,True
수평계,수평기,오탈자,수평기,수평기,True,수평기,1.0,True
수평자,수평기,오탈자,수평기,수평기,True,수평기,1.0,True
수평대,수평기,오탈자,수평계,수평계,False,수평기,0.667,True
수평대(450mm),수평기,영문/약어,수평계 (450mm),수평계 (450mm),False,수평기,0.286,True
수평대(디월트),수평기,브랜드 혼입,수평계,수평계,False,수평기,0.667,True
자석수평,수평기,오탈자,자석 수평기,자석 수평기,False,수평기,0.667,True
SB 수평,수평기,기타,수평 조정용 스크류 드라이버,수평 조정용 스크류 드라이버,False,양용드라이버,0.476,False
거리측정기,레이저거리측정기,오탈자,거리측정기 → **레이저 거리계**,거리측정기 → **레이저 거리계**,False,레이저거리측정기,0.37,True
(57)레이저거리측정기,레이저거리측정기,메타데이터,레이저 거리 측정기,레이저 거리 측정기,False,레이저거리측정기,0.889,True
보쉬 GLM 40 거리측정기,레이저거리측정기,브랜드 혼입,레이저 거리 측정기,레이저 거리 측정기,False,레이저거리측정기,0.889,True
보쉬 거리측정기,레이저거리측정기,브랜드 혼입,레이저 거리 측정기,레이저 거리 측정기,False,레이저거리측정기,0.889,True
검전기,검전기,오탈자,멀티미터,멀티미터,False,멀티테스터,0.667,False
검전드라이버,검전기,오탈자,검은드라이버,검은드라이버,False,드라이버,0.8,False
라돈측정기,라돈측정기,오탈자,라돈 측정기,라돈 측정기,False,라돈측정기,0.909,True
노기스,버니어캘리퍼스,오탈자,버니어 캘리퍼스,버니어 캘리퍼스,False,버니어캘리퍼스,0.933,True
그라인더,앵글그라인더,오탈자,연마기,연마기,False,연마석,0.667,False
그라인다,앵글그라인더,오탈자,그라인더,그라인더,False,앵글그라인더,0.8,True
4인치 그라인더,앵글그라인더,속성 기입,4인치 연마기,4인치 연마기,False,연마석,0.4,False
그라인더(유선),앵글그라인더,동력원 명시,전기 그라인더,전기 그라인더,False,앵글그라인더,0.615,True
디스크 그라인더,앵글그라인더,오탈자,디스크 그라인더 → 디스크 연마기,디스크 그라인더 → 디스크 연마기,False,앵글그라인더,0.333,True
그라인더(보쉬),앵글그라인더,브랜드 혼입,연마기,연마기,False,연마석,0.667,False
보쉬 전동그라인더,앵글그라인더,브랜드 혼입,전동그라인더,전동그라인더,False,앵글그라인더,0.667,True
보쉬 무선그라인더,앵글그라인더,브랜드 혼입,무선 그라인더,무선 그라인더,False,앵글그라인더,0.615,True
충전 그라인더,앵글그라인더,동력원 명시,충전 그라인더 → **전기 그라인더**,충전 그라인더 → **전기 그라인더**,False,앵글그라인더,0.296,True
나리온 무선 충전 그라인더,앵글그라인더,동력원 명시,무선 충전 핸드그라인더,무선 충전 핸드그라인더,False,앵글그라인더,0.444,True
샌더기,샌더,오탈자,샌딩기,샌딩기,False,샌더,0.4,True
180mm 샌더,샌더,영문/약어,180mm 모래기,180mm 모래기,False,검전기,0.167,False
톱,톱,기타,톱,톱,True,톱,1.0,True
쇠톱,쇠톱,기타,쇠톱,쇠톱,True,쇠톱,1.0,True
쇠톱대,쇠톱,오탈자,쇠톱대 → **쇠톱**,쇠톱대 → **쇠톱**,False,쇠톱,0.286,True
(7)쇠톱,쇠톱,메타데이터,쇠톱,쇠톱,True,쇠톱,1.0,True
접톱,접톱,기타,가위,가위,False,철판가위,0.667,False
집톱,접톱,기타,전기톱,전기톱,False,전정톱,0.667,False
(1)접톱,접톱,메타데이터,톱,톱,False,톱,1.0,False
접이식 톱,접톱,오탈자,접이식 톱 → **접이식 핸드 톱**,접이식 톱 → **접이식 핸드 톱**,False,접톱,0.182,True
톱(접이식),접톱,오탈자,접이식 톱,접이식 톱,False,접톱,0.571,True
목공용 접톱,목공용접톱,오탈자,목공 접톱,목공 접톱,False,목공용접톱,0.8,True
나무톱,목공톱,오탈자,목재톱,목재톱,False,목공톱,0.667,True
전정톱,전정톱,오탈자,전정톱 → **전정용 톱**,전정톱 → **전정용 톱**,False,전정톱,0.333,True
직소기,직소기,오탈자,전동톱,전동톱,False,전정톱,0.667,False
직소,직소기,기타,직각자,직각자,False,직각자,1.0,False
전동일자톱,왕복톱(레시프로쏘),동력원 명시,전동 직선톱,전동 직선톱,False,전정톱,0.444,False
